,CityName,TownName,VilCode,VilName,NesatAndHaitang,縣市行政區,household,maxWind,gust,life_period,center_lowest_pa,center_stronger_wind,strom_7_R,strom_10_R,warming_times,typhoon_1_size,typhoon_2_size
56,台北市,信義區,6300200-023,松光里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
57,台北市,信義區,6300200-024,中坡里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
58,台北市,信義區,6300200-025,中行里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
59,台北市,信義區,6300200-026,大道里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
60,台北市,信義區,6300200-027,大仁里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
61,台北市,信義區,6300200-028,景新里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
62,台北市,信義區,6300200-029,惠安里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
63,台北市,信義區,6300200-030,三張里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
64,台北市,信義區,6300200-031,三犁里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
65,台北市,信義區,6300200-032,六合里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
66,台北市,信義區,6300200-033,泰和里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
67,台北市,信義區,6300200-034,景聯里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
68,台北市,信義區,6300200-035,景勤里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
69,台北市,信義區,6300200-036,雙和里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
70,台北市,信義區,6300200-037,嘉興里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
71,台北市,信義區,6300200-038,黎順里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
72,台北市,信義區,6300200-039,黎平里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
73,台北市,信義區,6300200-040,黎忠里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
74,台北市,信義區,6300200-041,黎安里,0,台北市信義區,2181.195122,12.9,33.76666667,7,955,40,220,80,0,5,2
75,台北市,大安區,6300300-001,德安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
76,台北市,大安區,6300300-002,仁慈里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
77,台北市,大安區,6300300-003,和安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
78,台北市,大安區,6300300-004,民炤里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
79,台北市,大安區,6300300-005,仁愛里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
80,台北市,大安區,6300300-006,義村里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
81,台北市,大安區,6300300-007,民輝里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
82,台北市,大安區,6300300-008,昌隆里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
83,台北市,大安區,6300300-009,誠安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
84,台北市,大安區,6300300-010,光武里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
85,台北市,大安區,6300300-011,龍坡里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
86,台北市,大安區,6300300-012,龍泉里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
87,台北市,大安區,6300300-013,古風里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
88,台北市,大安區,6300300-014,古莊里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
89,台北市,大安區,6300300-015,龍安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
90,台北市,大安區,6300300-016,錦安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
91,台北市,大安區,6300300-017,福住里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
92,台北市,大安區,6300300-018,永康里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
93,台北市,大安區,6300300-019,光明里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
94,台北市,大安區,6300300-020,錦泰里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
95,台北市,大安區,6300300-021,錦華里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
96,台北市,大安區,6300300-022,龍圖里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
97,台北市,大安區,6300300-023,新龍里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
98,台北市,大安區,6300300-026,龍陣里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
99,台北市,大安區,6300300-027,龍雲里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
100,台北市,大安區,6300300-028,龍生里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
101,台北市,大安區,6300300-029,住安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
102,台北市,大安區,6300300-030,義安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
103,台北市,大安區,6300300-031,通化里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
104,台北市,大安區,6300300-032,通安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
105,台北市,大安區,6300300-033,臨江里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
106,台北市,大安區,6300300-034,法治里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
107,台北市,大安區,6300300-035,全安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
108,台北市,大安區,6300300-036,群賢里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
109,台北市,大安區,6300300-037,群英里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
110,台北市,大安區,6300300-038,虎嘯里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
111,台北市,大安區,6300300-039,臥龍里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
112,台北市,大安區,6300300-040,龍淵里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
113,台北市,大安區,6300300-041,龍門里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
114,台北市,大安區,6300300-043,大學里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
115,台北市,大安區,6300300-044,芳和里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
116,台北市,大安區,6300300-046,黎元里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
117,台北市,大安區,6300300-047,黎孝里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
118,台北市,大安區,6300300-048,黎和里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
119,台北市,大安區,6300300-049,建安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
120,台北市,大安區,6300300-050,建倫里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
121,台北市,大安區,6300300-051,敦安里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
122,台北市,大安區,6300300-052,正聲里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
123,台北市,大安區,6300300-053,敦煌里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
124,台北市,大安區,6300300-054,華聲里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
125,台北市,大安區,6300300-055,車層里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
126,台北市,大安區,6300300-056,光信里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
127,台北市,大安區,6300300-057,學府里,0,台北市大安區,2274.528302,12.9,33.76666667,7,955,40,220,80,0,5,2
128,台北市,中山區,6300400-001,正守里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
129,台北市,中山區,6300400-002,正義里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
130,台北市,中山區,6300400-003,正得里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
131,台北市,中山區,6300400-004,民安里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
132,台北市,中山區,6300400-005,康樂里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
133,台北市,中山區,6300400-006,中山里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
134,台北市,中山區,6300400-007,聚盛里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
135,台北市,中山區,6300400-008,集英里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
136,台北市,中山區,6300400-009,聚葉里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
137,台北市,中山區,6300400-010,恆安里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
138,台北市,中山區,6300400-011,晴光里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
139,台北市,中山區,6300400-012,圓山里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
140,台北市,中山區,6300400-013,劍潭里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
141,台北市,中山區,6300400-014,大直里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
142,台北市,中山區,6300400-015,成功里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
143,台北市,中山區,6300400-016,永安里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
144,台北市,中山區,6300400-017,大佳里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
145,台北市,中山區,6300400-018,新喜里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
146,台北市,中山區,6300400-019,新庄里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
147,台北市,中山區,6300400-020,新福里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
148,台北市,中山區,6300400-021,松江里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
149,台北市,中山區,6300400-022,新生里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
150,台北市,中山區,6300400-023,中庄里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
151,台北市,中山區,6300400-024,行政里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
152,台北市,中山區,6300400-025,行仁里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
153,台北市,中山區,6300400-026,行孝里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
154,台北市,中山區,6300400-027,下埤里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
155,台北市,中山區,6300400-028,江寧里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
156,台北市,中山區,6300400-029,江山里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
157,台北市,中山區,6300400-030,中吉里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
158,台北市,中山區,6300400-031,中原里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
159,台北市,中山區,6300400-032,興亞里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
160,台北市,中山區,6300400-033,中央里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
161,台北市,中山區,6300400-034,朱馥里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
162,台北市,中山區,6300400-035,龍洲里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
163,台北市,中山區,6300400-036,朱園里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
164,台北市,中山區,6300400-037,埤頭里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
165,台北市,中山區,6300400-038,朱崙里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
166,台北市,中山區,6300400-039,力行里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
167,台北市,中山區,6300400-040,復華里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
168,台北市,中山區,6300400-041,金泰里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
169,台北市,中山區,6300400-042,北安里,0,台北市中山區,2374.071429,12.9,33.76666667,7,955,40,220,80,0,5,2
170,台北市,中正區,6300500-001,水源里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
171,台北市,中正區,6300500-002,富水里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
172,台北市,中正區,6300500-003,文盛里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
173,台北市,中正區,6300500-004,林興里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
174,台北市,中正區,6300500-005,河堤里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
175,台北市,中正區,6300500-006,頂東里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
176,台北市,中正區,6300500-007,網溪里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
177,台北市,中正區,6300500-008,板溪里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
178,台北市,中正區,6300500-009,螢圃里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
179,台北市,中正區,6300500-010,螢雪里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
180,台北市,中正區,6300500-011,永功里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
181,台北市,中正區,6300500-012,永昌里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
182,台北市,中正區,6300500-013,龍興里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
183,台北市,中正區,6300500-014,忠勤里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
184,台北市,中正區,6300500-015,廈安里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
185,台北市,中正區,6300500-016,愛國里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
186,台北市,中正區,6300500-017,南門里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
187,台北市,中正區,6300500-018,龍光里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
188,台北市,中正區,6300500-019,南福里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
189,台北市,中正區,6300500-020,龍福里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
190,台北市,中正區,6300500-021,新營里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
191,台北市,中正區,6300500-022,建國里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
192,台北市,中正區,6300500-023,光復里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
193,台北市,中正區,6300500-024,黎明里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
194,台北市,中正區,6300500-025,梅花里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
195,台北市,中正區,6300500-026,幸福里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
196,台北市,中正區,6300500-027,幸市里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
197,台北市,中正區,6300500-028,東門里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
198,台北市,中正區,6300500-029,文北里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
199,台北市,中正區,6300500-030,文祥里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
200,台北市,中正區,6300500-031,三愛里,0,台北市中正區,2101.354839,12.9,33.76666667,7,955,40,220,80,0,5,2
201,台北市,大同區,6300600-001,玉泉里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
202,台北市,大同區,6300600-002,建明里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
203,台北市,大同區,6300600-003,建功里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
204,台北市,大同區,6300600-004,建泰里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
205,台北市,大同區,6300600-005,永樂里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
206,台北市,大同區,6300600-006,朝陽里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
207,台北市,大同區,6300600-007,星明里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
208,台北市,大同區,6300600-008,光能里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
209,台北市,大同區,6300600-009,大有里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
210,台北市,大同區,6300600-010,延平里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
211,台北市,大同區,6300600-011,雙連里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
212,台北市,大同區,6300600-012,南芳里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
213,台北市,大同區,6300600-013,民權里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
214,台北市,大同區,6300600-014,景星里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
215,台北市,大同區,6300600-015,隆和里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
216,台北市,大同區,6300600-016,蓬萊里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
217,台北市,大同區,6300600-017,國順里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
218,台北市,大同區,6300600-018,國慶里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
219,台北市,大同區,6300600-019,揚雅里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
220,台北市,大同區,6300600-020,斯文里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
221,台北市,大同區,6300600-021,鄰江里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
222,台北市,大同區,6300600-022,至聖里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
223,台北市,大同區,6300600-024,老師里,0,台北市大同區,2066.88,12.9,33.76666667,7,955,40,220,80,0,5,2
