,CityName,TownName,VilCode,VilName,Megi,縣市行政區,household,maxWind,gust,life_period,center_lowest_pa,center_stronger_wind,strom_7_R,strom_10_R,warming_times,typhoon_1_size,typhoon_2_size
20,台北市,松山區,6300100-021,自強里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
21,台北市,松山區,6300100-022,吉祥里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
22,台北市,松山區,6300100-024,新聚里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
23,台北市,松山區,6300100-025,復盛里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
24,台北市,松山區,6300100-026,中正里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
25,台北市,松山區,6300100-027,中崙里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
26,台北市,松山區,6300100-028,美仁里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
27,台北市,松山區,6300100-029,吉仁里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
28,台北市,松山區,6300100-030,敦化里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
29,台北市,松山區,6300100-031,復源里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
30,台北市,松山區,6300100-032,復建里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
31,台北市,松山區,6300100-033,復勢里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
32,台北市,松山區,6300100-034,福成里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
33,台北市,松山區,6300100-035,松基里,0,台北市松山區,2435.424242,12.6,37.96666667,5,940,45,250,100,23,10,0
34,台北市,信義區,6300200-001,西村里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
35,台北市,信義區,6300200-002,正和里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
36,台北市,信義區,6300200-003,興隆里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
37,台北市,信義區,6300200-004,中興里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
38,台北市,信義區,6300200-005,新仁里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
39,台北市,信義區,6300200-006,興雅里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
40,台北市,信義區,6300200-007,敦厚里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
41,台北市,信義區,6300200-008,廣居里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
42,台北市,信義區,6300200-009,安康里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
43,台北市,信義區,6300200-010,六藝里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
44,台北市,信義區,6300200-011,雅祥里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
45,台北市,信義區,6300200-012,五常里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
46,台北市,信義區,6300200-013,五全里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
47,台北市,信義區,6300200-014,永吉里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
48,台北市,信義區,6300200-015,長春里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
49,台北市,信義區,6300200-016,四育里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
50,台北市,信義區,6300200-017,四維里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
51,台北市,信義區,6300200-018,永春里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
52,台北市,信義區,6300200-019,富臺里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
53,台北市,信義區,6300200-020,國業里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
54,台北市,信義區,6300200-021,松隆里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
55,台北市,信義區,6300200-022,松友里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
56,台北市,信義區,6300200-023,松光里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
57,台北市,信義區,6300200-024,中坡里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
58,台北市,信義區,6300200-025,中行里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
59,台北市,信義區,6300200-026,大道里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
60,台北市,信義區,6300200-027,大仁里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
61,台北市,信義區,6300200-028,景新里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
62,台北市,信義區,6300200-029,惠安里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
63,台北市,信義區,6300200-030,三張里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
64,台北市,信義區,6300200-031,三犁里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
65,台北市,信義區,6300200-032,六合里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
66,台北市,信義區,6300200-033,泰和里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
67,台北市,信義區,6300200-034,景聯里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
68,台北市,信義區,6300200-035,景勤里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
69,台北市,信義區,6300200-036,雙和里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
70,台北市,信義區,6300200-037,嘉興里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
71,台北市,信義區,6300200-038,黎順里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
72,台北市,信義區,6300200-039,黎平里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
73,台北市,信義區,6300200-040,黎忠里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
74,台北市,信義區,6300200-041,黎安里,0,台北市信義區,2181.195122,12.6,37.96666667,5,940,45,250,100,23,10,0
75,台北市,大安區,6300300-001,德安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
76,台北市,大安區,6300300-002,仁慈里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
77,台北市,大安區,6300300-003,和安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
78,台北市,大安區,6300300-004,民炤里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
79,台北市,大安區,6300300-005,仁愛里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
80,台北市,大安區,6300300-006,義村里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
81,台北市,大安區,6300300-007,民輝里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
82,台北市,大安區,6300300-008,昌隆里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
83,台北市,大安區,6300300-009,誠安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
84,台北市,大安區,6300300-010,光武里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
85,台北市,大安區,6300300-011,龍坡里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
86,台北市,大安區,6300300-012,龍泉里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
87,台北市,大安區,6300300-013,古風里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
88,台北市,大安區,6300300-014,古莊里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
89,台北市,大安區,6300300-015,龍安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
90,台北市,大安區,6300300-016,錦安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
91,台北市,大安區,6300300-017,福住里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
92,台北市,大安區,6300300-018,永康里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
93,台北市,大安區,6300300-019,光明里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
94,台北市,大安區,6300300-020,錦泰里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
95,台北市,大安區,6300300-021,錦華里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
96,台北市,大安區,6300300-022,龍圖里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
97,台北市,大安區,6300300-023,新龍里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
98,台北市,大安區,6300300-026,龍陣里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
99,台北市,大安區,6300300-027,龍雲里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
100,台北市,大安區,6300300-028,龍生里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
101,台北市,大安區,6300300-029,住安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
102,台北市,大安區,6300300-030,義安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
103,台北市,大安區,6300300-031,通化里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
104,台北市,大安區,6300300-032,通安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
105,台北市,大安區,6300300-033,臨江里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
106,台北市,大安區,6300300-034,法治里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
107,台北市,大安區,6300300-035,全安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
108,台北市,大安區,6300300-036,群賢里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
109,台北市,大安區,6300300-037,群英里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
110,台北市,大安區,6300300-038,虎嘯里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
111,台北市,大安區,6300300-039,臥龍里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
112,台北市,大安區,6300300-040,龍淵里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
113,台北市,大安區,6300300-041,龍門里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
114,台北市,大安區,6300300-043,大學里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
115,台北市,大安區,6300300-044,芳和里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
116,台北市,大安區,6300300-046,黎元里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
117,台北市,大安區,6300300-047,黎孝里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
118,台北市,大安區,6300300-048,黎和里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
119,台北市,大安區,6300300-049,建安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
120,台北市,大安區,6300300-050,建倫里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
121,台北市,大安區,6300300-051,敦安里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
122,台北市,大安區,6300300-052,正聲里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
123,台北市,大安區,6300300-053,敦煌里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
124,台北市,大安區,6300300-054,華聲里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
125,台北市,大安區,6300300-055,車層里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
126,台北市,大安區,6300300-056,光信里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
127,台北市,大安區,6300300-057,學府里,0,台北市大安區,2274.528302,12.6,37.96666667,5,940,45,250,100,23,10,0
128,台北市,中山區,6300400-001,正守里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
129,台北市,中山區,6300400-002,正義里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
130,台北市,中山區,6300400-003,正得里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
131,台北市,中山區,6300400-004,民安里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
132,台北市,中山區,6300400-005,康樂里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
133,台北市,中山區,6300400-006,中山里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
134,台北市,中山區,6300400-007,聚盛里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
135,台北市,中山區,6300400-008,集英里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
136,台北市,中山區,6300400-009,聚葉里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
137,台北市,中山區,6300400-010,恆安里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
138,台北市,中山區,6300400-011,晴光里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
139,台北市,中山區,6300400-012,圓山里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
140,台北市,中山區,6300400-013,劍潭里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
141,台北市,中山區,6300400-014,大直里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
142,台北市,中山區,6300400-015,成功里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
143,台北市,中山區,6300400-016,永安里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
144,台北市,中山區,6300400-017,大佳里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
145,台北市,中山區,6300400-018,新喜里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
146,台北市,中山區,6300400-019,新庄里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
147,台北市,中山區,6300400-020,新福里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
148,台北市,中山區,6300400-021,松江里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
149,台北市,中山區,6300400-022,新生里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
150,台北市,中山區,6300400-023,中庄里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
151,台北市,中山區,6300400-024,行政里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
152,台北市,中山區,6300400-025,行仁里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
153,台北市,中山區,6300400-026,行孝里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
154,台北市,中山區,6300400-027,下埤里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
155,台北市,中山區,6300400-028,江寧里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
156,台北市,中山區,6300400-029,江山里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
157,台北市,中山區,6300400-030,中吉里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
158,台北市,中山區,6300400-031,中原里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
159,台北市,中山區,6300400-032,興亞里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
160,台北市,中山區,6300400-033,中央里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
161,台北市,中山區,6300400-034,朱馥里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
162,台北市,中山區,6300400-035,龍洲里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
163,台北市,中山區,6300400-036,朱園里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
164,台北市,中山區,6300400-037,埤頭里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
165,台北市,中山區,6300400-038,朱崙里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
166,台北市,中山區,6300400-039,力行里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
167,台北市,中山區,6300400-040,復華里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
168,台北市,中山區,6300400-041,金泰里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
169,台北市,中山區,6300400-042,北安里,0,台北市中山區,2374.071429,12.6,37.96666667,5,940,45,250,100,23,10,0
170,台北市,中正區,6300500-001,水源里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
171,台北市,中正區,6300500-002,富水里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
172,台北市,中正區,6300500-003,文盛里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
173,台北市,中正區,6300500-004,林興里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
174,台北市,中正區,6300500-005,河堤里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
175,台北市,中正區,6300500-006,頂東里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
176,台北市,中正區,6300500-007,網溪里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
177,台北市,中正區,6300500-008,板溪里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
178,台北市,中正區,6300500-009,螢圃里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
179,台北市,中正區,6300500-010,螢雪里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
180,台北市,中正區,6300500-011,永功里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
181,台北市,中正區,6300500-012,永昌里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
182,台北市,中正區,6300500-013,龍興里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
183,台北市,中正區,6300500-014,忠勤里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
184,台北市,中正區,6300500-015,廈安里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
185,台北市,中正區,6300500-016,愛國里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
186,台北市,中正區,6300500-017,南門里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
187,台北市,中正區,6300500-018,龍光里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
188,台北市,中正區,6300500-019,南福里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
189,台北市,中正區,6300500-020,龍福里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
190,台北市,中正區,6300500-021,新營里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
191,台北市,中正區,6300500-022,建國里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
192,台北市,中正區,6300500-023,光復里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
193,台北市,中正區,6300500-024,黎明里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
194,台北市,中正區,6300500-025,梅花里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
195,台北市,中正區,6300500-026,幸福里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
196,台北市,中正區,6300500-027,幸市里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
197,台北市,中正區,6300500-028,東門里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
198,台北市,中正區,6300500-029,文北里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
199,台北市,中正區,6300500-030,文祥里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
200,台北市,中正區,6300500-031,三愛里,0,台北市中正區,2101.354839,12.6,37.96666667,5,940,45,250,100,23,10,0
201,台北市,大同區,6300600-001,玉泉里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
202,台北市,大同區,6300600-002,建明里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
203,台北市,大同區,6300600-003,建功里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
204,台北市,大同區,6300600-004,建泰里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
205,台北市,大同區,6300600-005,永樂里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
206,台北市,大同區,6300600-006,朝陽里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
207,台北市,大同區,6300600-007,星明里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
208,台北市,大同區,6300600-008,光能里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
209,台北市,大同區,6300600-009,大有里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
210,台北市,大同區,6300600-010,延平里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
211,台北市,大同區,6300600-011,雙連里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
212,台北市,大同區,6300600-012,南芳里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
213,台北市,大同區,6300600-013,民權里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
214,台北市,大同區,6300600-014,景星里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
215,台北市,大同區,6300600-015,隆和里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
216,台北市,大同區,6300600-016,蓬萊里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
217,台北市,大同區,6300600-017,國順里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
218,台北市,大同區,6300600-018,國慶里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
219,台北市,大同區,6300600-019,揚雅里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
220,台北市,大同區,6300600-020,斯文里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
221,台北市,大同區,6300600-021,鄰江里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
222,台北市,大同區,6300600-022,至聖里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
223,台北市,大同區,6300600-024,老師里,0,台北市大同區,2066.88,12.6,37.96666667,5,940,45,250,100,23,10,0
